index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales
485,2001.0,The Surgeon,Tess Gerritsen,en-GB,Excellent,4.1,89468,nonfiction,1835.33
486,2012.0,The Girl You Left Behind,Jojo Moyes,eng,Intermediate,3.95,80991,genre fiction,1152.04
487,1996.0,Royal Assassin,Robin Hobb,eng,Excellent,4.21,82608,fiction,164.34
488,1953.0,Childhood's End,Arthur C. Clarke,en-US,Excellent,4.09,87141,genre fiction,1226.74
489,2004.0, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",en-US,Intermediate,4.0,113066,genre fiction,1153.35
490,2007.0,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",en-US,Excellent,4.03,83881,genre fiction,823.35
491,2014.0,Heir of Fire,Sarah J. Maas,eng,Famous,4.53,123843,genre fiction,163.35
492,1994.0,,Robert Jordan,eng,Excellent,4.1,91046,fiction,823.35
493,2009.0,The Sweetness at the Bottom of the Pie,Alan Bradley,eng,Intermediate,3.81,99841,genre fiction,1757.25
494,2003.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en-US,Intermediate,3.92,82090,genre fiction,162.36
495,2005.0,A Breath of Snow and Ashes,Diana Gabaldon,eng,Famous,4.43,87098,nonfiction,1746.6
496,2014.0,The Blood of Olympus,Rick Riordan,eng,Famous,4.41,110719,genre fiction,162.36
497,2016.0,Truly Madly Guilty,Liane Moriarty,eng,Intermediate,3.55,90477,genre fiction,162.36
498,2012.0,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",eng,Excellent,4.25,131906,genre fiction,162.36
499,2011.0,The Art of Fielding,Chad Harbach,eng,Intermediate,3.99,81712,genre fiction,324.37
500,1964.0,A Moveable Feast,Ernest Hemingway,eng,Excellent,4.04,69992,genre fiction,813.37
501,2006.0,Fablehaven,Brandon Mull,eng,Excellent,4.08,99390,genre fiction,1470.26
502,2000.0,The Wide Window,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.91,118624,genre fiction,161.37
503,2001.0,Grave Peril,Jim Butcher,eng,Excellent,4.18,97736,nonfiction,322.38
504,2007.0,Einstein. His Life and Universe,Walter Isaacson,eng,Excellent,4.08,71156,nonfiction,322.38
505,2011.0,Effortless,S.C. Stephens,eng,Excellent,4.37,83085,genre fiction,160.38
506,1998.0,The Street Lawyer,John Grisham,eng,Intermediate,3.81,80577,genre fiction,320.39
507,1976.0,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,eng,Intermediate,3.79,92980,nonfiction,642.39
508,2009.0,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",eng,Novice,3.28,103995,genre fiction,615.02
509,2013.0,Lets Explore Diabetes with Owls,David Sedaris,eng,Intermediate,3.8,81616,genre fiction,478.4
510,1868.0,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",eng,Excellent,4.18,74642,fiction,1438.4
511,1987.0,Dirk Gently's Holistic Detective Agency,Douglas Adams,en-US,Intermediate,3.97,89569,nonfiction,478.4
512,2008.0,Rodrick Rules,Jeff Kinney,en-US,Excellent,4.1,91831,genre fiction,478.4
513,2015.0,Why Not Me?,Mindy Kaling,eng,Intermediate,3.89,74199,genre fiction,1598.4
514,2014.0,Four: A Divergent Collection,Veronica Roth,eng,Excellent,4.1,97058,fiction,475.41
515,2015.0,Modern Romance,"Aziz Ansari, Eric Klinenberg",eng,Intermediate,3.85,94231,genre fiction,157.41
516,2012.0,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",eng,Excellent,4.24,85136,genre fiction,475.41
517,1997.0,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,en-US,Excellent,4.07,45382,genre fiction,634.41
518,2005.0,Elantris,Brandon Sanderson,eng,Excellent,4.17,95950,genre fiction,314.42
519,2008.0,The Knife of Never Letting Go,Patrick Ness,eng,Intermediate,3.96,99638,genre fiction,1136.02
520,1998.0,One Thousand White Women: The Journals of May Dodd,Jim Fergus,eng,Intermediate,3.88,84367,genre fiction,472.42
521,2009.0,Handle with Care,Jodi Picoult,eng,Intermediate,3.96,90138,fiction,1420.42
522,2004.0,Song of Susannah,"Stephen King, Darrel Anderson",eng,Intermediate,3.98,84957,genre fiction,469.43
523,2012.0,Reached,Ally Condie,,Intermediate,3.56,109290,genre fiction,155.43
524,1981.0,Midnight's Children,Salman Rushdie,eng,Intermediate,3.99,75502,nonfiction,1474.23
525,2004.0,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,eng,Intermediate,3.86,82535,genre fiction,154.44
526,1999.0,The Testament,John Grisham,,Intermediate,3.83,80377,nonfiction,778.44
527,1930.0,Murder at the Vicarage,Agatha Christie,eng,Excellent,4.03,93963,nonfiction,669.24
528,1998.0,Among the Hidden ,Margaret Peterson Haddix,eng,Intermediate,3.97,94478,genre fiction,2106.45
529,2007.0,In Defense of Food: An Eater's Manifesto,Michael Pollan,en-US,Excellent,4.07,80434,genre fiction,618.45
530,1958.0,The Witch of Blackbird Pond,Elizabeth George Speare,en-US,Intermediate,3.97,105770,nonfiction,1230.46
531,2015.0,The Heir,Kiera Cass,eng,Intermediate,3.85,111044,genre fiction,614.46
532,2002.0,Shopaholic Ties the Knot,Sophie Kinsella,eng,Intermediate,3.77,88139,genre fiction,460.46
533,1859.0,The Woman in White,"Wilkie Collins, Matthew Sweet",eng,Intermediate,3.98,93134,genre fiction,768.46
534,2015.0,Career of Evil,"Robert Galbraith, J.K. Rowling",eng,Excellent,4.21,66979,genre fiction,1167.32
535,2009.0,The Summer I Turned Pretty,Jenny Han,en-US,Intermediate,3.96,104730,genre fiction,610.47
536,1998.0,Four to Score ,Janet Evanovich,en-US,Excellent,4.17,106871,genre fiction,151.47
537,1996.0,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,en-US,Excellent,4.06,80906,genre fiction,151.47
538,2009.0,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",en-US,Intermediate,3.95,85006,genre fiction,1176.57
539,2006.0,Darkfever,Karen Marie Moning,eng,Excellent,4.14,110812,genre fiction,1618.8
540,1995.0,Stone of Tears,Terry Goodkind,en-US,Excellent,4.1,83235,genre fiction,1111.12
541,2010.0,Heart of the Matter,Emily Giffin,en-US,Intermediate,3.73,83461,genre fiction,910.48
542,1847.0,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",eng,Intermediate,3.76,91323,genre fiction,149.49
543,1959.0,The Sirens of Titan,Kurt Vonnegut Jr.,en-GB,Excellent,4.16,72493,genre fiction,151.0
544,1992.0,Dolores Claiborne,"Stephen King, Dominique Dill",fre,Intermediate,3.81,71053,genre fiction,661.38
545,2016.0,The Nest,Cynthia D'Aprix Sweeney,eng,Novice,3.45,79762,nonfiction,1508.49
546,2001.0,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",eng,Intermediate,3.99,101016,genre fiction,1125.0
547,2001.0,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,en-GB,Intermediate,3.98,75665,genre fiction,598.5
548,1993.0,The Celestine Prophecy,James Redfield,en-US,Intermediate,3.6,72675,genre fiction,594.51
549,2012.0,My Life Next Door ,Huntley Fitzpatrick,eng,Excellent,4.02,102012,genre fiction,594.51
550,2012.0,Winter of the World,Ken Follett,eng,Excellent,4.29,71971,nonfiction,1488.51
551,2013.0,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,67873,fiction,594.51
552,1999.0,Lucky,Alice Sebold,eng,Intermediate,3.77,77462,children,1427.42
553,1927.0,To The Lighthouse ,Virginia Woolf,eng,Intermediate,3.76,83066,genre fiction,1144.04
554,2004.0,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,en-GB,Novice,3.43,67438,genre fiction,146.52
555,1993.0,Guilty Pleasures,Laurell K. Hamilton,eng,Excellent,4.02,104252,genre fiction,442.52
556,2002.0,The Messenger,Markus Zusak,en-US,Excellent,4.09,93119,genre fiction,145.53
557,1874.0,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",eng,Intermediate,3.92,87427,genre fiction,1997.73
558,1987.0,Equal Rites,Terry Pratchett,eng,Intermediate,4.0,88673,genre fiction,145.53
559,2000.0,House of Leaves,Mark Z. Danielewski,eng,Excellent,4.13,75469,genre fiction,439.53
560,1993.0,Cruel & Unusual,Patricia Cornwell,nl,Excellent,4.11,83695,genre fiction,439.53
561,2013.0,Sycamore Row,John Grisham,eng,Intermediate,3.98,56315,genre fiction,1074.57
562,2011.0,Awakened,"P.C. Cast, Kristin Cast",en-US,Excellent,4.02,101234,genre fiction,675.98
563,1918.0,My Ãntonia,Willa Cather,eng,Intermediate,3.76,81102,genre fiction,582.54
564,2006.0,Life As We Knew It,Susan Beth Pfeffer,eng,Intermediate,3.89,94282,nonfiction,1097.92
565,2004.0,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",eng,Excellent,4.02,74511,nonfiction,1166.54
566,2004.0,90 Minutes in Heaven,"Don Piper, Cecil Murphey",,Intermediate,3.91,67937,genre fiction,1251.22
567,2012.0,The Longest Ride,Nicholas Sparks,eng,Excellent,4.14,71276,genre fiction,144.54
568,-300.0,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",eng,Excellent,4.31,39863,genre fiction,665.55
569,1979.0,Kane and Abel,Jeffrey Archer,en-US,Excellent,4.27,74052,fiction,723.55
570,2008.0,Change of Heart,Jodi Picoult,en-US,Intermediate,3.91,86471,genre fiction,990.35
571,2003.0,Dry: A Memoir,Augusten Burroughs,eng,Excellent,4.01,70550,children,1448.55
572,2001.0,Sam's Letters To Jennifer,James Patterson,,Excellent,4.15,77538,genre fiction,868.55
573,2015.0,Grey,E.L. James,en-GB,Intermediate,3.76,75320,genre fiction,1134.72
574,1969.0,Dune Messiah ,Frank Herbert,eng,Intermediate,3.86,82580,genre fiction,570.57
575,1945.0,The Great Divorce,C.S. Lewis,en-US,Excellent,4.28,75031,fiction,1428.57
576,2004.0,Little Earthquakes,Jennifer Weiner,,Intermediate,3.76,77592,nonfiction,1072.5
577,1835.0,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",eng,Excellent,4.28,90999,genre fiction,708.58
578,2009.0,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,Excellent,4.34,82399,genre fiction,1560.58
579,2014.0,Maybe Someday,Colleen Hoover,eng,Excellent,4.33,81707,genre fiction,969.86
580,1999.0,Mr Maybe,Jane Green,eng,Novice,3.41,78132,genre fiction,562.59
581,1915.0,Anne of the Island,L.M. Montgomery,eng,Excellent,4.21,97049,genre fiction,139.59
582,1883.0,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",eng,Excellent,4.05,65362,genre fiction,1030.71
583,1854.0,North and South,"Elizabeth Gaskell, Alan Shelston",eng,Excellent,4.13,95274,genre fiction,562.59
584,2011.0,A Stolen Life,Jaycee Dugard,en-US,Intermediate,3.89,72713,fiction,558.6
585,2010.0,The Immortals of Meluha,Amish Tripathi,eng,Intermediate,4.0,62784,genre fiction,418.6
586,1995.0,The Lost World,Michael Crichton,eng,Intermediate,3.72,83389,genre fiction,1398.6
587,2013.0,Requiem,Lauren Oliver,eng,Intermediate,3.74,100593,genre fiction,698.6
588,1996.0,A Crown of Swords,Robert Jordan,eng,Intermediate,4.0,86421,nonfiction,137.61
589,-560.0,Aesopica,"Aesop, Laura Harris, Laura Gibbs",eng,Excellent,4.05,88508,genre fiction,693.61
590,1985.0,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,eng,Excellent,4.18,71095,genre fiction,725.88
591,2012.0,Finale,Becca Fitzpatrick,eng,Excellent,4.22,107569,genre fiction,1516.62
592,1985.0,Skeleton Crew,Stephen King,eng,Intermediate,3.93,82320,genre fiction,957.72
593,2002.0,Lullaby,Chuck Palahniuk,,Intermediate,3.73,66713,genre fiction,1094.63
594,2009.0,Two States,Chetan Bhagat,eng,Intermediate,3.42,67866,genre fiction,836.4
595,2005.0,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",eng,Excellent,4.1,89733,nonfiction,1225.36
596,2002.0,Summer Knight,Jim Butcher,eng,Excellent,4.3,91012,genre fiction,542.64
597,1968.0,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",eng,Excellent,4.1,95378,genre fiction,133.65
598,2007.0,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",eng,Intermediate,3.81,108399,genre fiction,538.65
599,2014.0,Ugly Love,Colleen Hoover,eng,Excellent,4.3,107583,genre fiction,808.65
600,1998.0,Chocolat,Joanne Harris,eng,Intermediate,3.95,84770,nonfiction,873.68
601,1977.0,The Amityville Horror,Jay Anson,eng,Intermediate,3.82,80959,genre fiction,1191.26
602,1992.0,The English Patient,Michael Ondaatje,,Intermediate,3.88,83741,genre fiction,663.67
603,2012.0,Gabriel's Rapture,Sylvain Reynard,eng,Excellent,4.22,91213,genre fiction,530.67
604,1914.0,Dubliners,"James Joyce, Jeri Johnson",eng,Intermediate,3.85,73140,fiction,397.67
605,2009.0,Let the Great World Spin,Colum McCann,en-US,Intermediate,3.93,71515,genre fiction,394.68
606,2003.0,The Eternity Code,Eoin Colfer,eng,Excellent,4.04,94437,fiction,394.68
607,2001.0,Tell No One,Harlan Coben,eng,Excellent,4.11,78070,genre fiction,394.68
608,1987.0,The Tommyknockers,Stephen King,eng,Famous,3.48,89262,genre fiction,790.68
609,2010.0,Hex Hall,Rachel Hawkins,eng,Intermediate,3.96,109881,fiction,526.68
610,2010.0,Steal Like an Artist,Austin Kleon,en-US,Intermediate,3.86,93625,genre fiction,130.68
611,1999.0,Cryptonomicon,Neal Stephenson,eng,Excellent,4.25,72683,children,327.36
612,2013.0,Beautiful Bastard,Christina Lauren,eng,Excellent,4.05,111668,genre fiction,394.68
613,2000.0,Prodigal Summer,Barbara Kingsolver,en-US,Intermediate,3.98,78529,genre fiction,260.69
614,1996.0,We Were the Mulvaneys,Joyce Carol Oates,eng,Intermediate,3.7,77251,genre fiction,1395.15
615,1993.0,Understanding Comics: The Invisible Art,Scott McCloud,en-US,Intermediate,3.98,77277,nonfiction,129.69
616,2010.0,Beautiful Darkness,"Kami Garcia, Margaret Stohl",en-US,Intermediate,3.84,95447,nonfiction,260.69
617,2011.0,The Psychopath Test,Jon Ronson,eng,Intermediate,3.91,44097,genre fiction,492.7
618,2005.0,Vanishing Acts,Jodi Picoult,en-US,Intermediate,3.68,79662,genre fiction,258.7
619,1995.0,Absolute Power,David Baldacci,eng,Excellent,4.15,72481,genre fiction,1656.2
620,2000.0,Hot Six,Janet Evanovich,eng,Excellent,4.18,99329,genre fiction,514.71
621,2012.0,The Time Keeper,Mitch Albom,eng,Intermediate,3.85,72277,genre fiction,127.71
622,2006.0,A Dirty Job,Christopher Moore,en-US,Excellent,4.08,78523,nonfiction,127.71
623,2003.0,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,en-US,Excellent,4.24,66406,genre fiction,127.71
624,2003.0,The Amulet of Samarkand,Jonathan Stroud,en-US,Intermediate,3.99,86062,genre fiction,127.71
625,2007.0,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",en-US,Intermediate,3.91,71023,genre fiction,885.76
626,1981.0,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",en-US,Intermediate,3.85,70241,children,888.32
627,1958.0,Exodus,Leon Uris,eng,Excellent,4.33,77258,genre fiction,1470.72
628,1994.0,Stones from the River,Ursula Hegi,en-GB,Excellent,4.07,80056,genre fiction,787.2
629,1939.0,The Big Sleep,Raymond Chandler,eng,Excellent,4.04,84489,genre fiction,126.72
630,1945.0,Cannery Row ,John Steinbeck,eng,Excellent,4.02,81598,genre fiction,1153.28
631,2011.0,Seriously...I'm Kidding,Ellen DeGeneres,en-US,Intermediate,3.72,74358,genre fiction,843.28
632,2000.0,The Miserable Mill,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.83,101325,genre fiction,1395.73
633,2012.0,The Snow Child,Eowyn Ivey,eng,Intermediate,3.95,72328,genre fiction,125.73
634,2013.0,Wait for You,"J. Lynn, Jennifer L. Armentrout",eng,Excellent,4.19,106236,genre fiction,506.73
635,2009.0,The Last Straw,Jeff Kinney,eng,Excellent,4.11,82518,genre fiction,502.74
636,1308.0,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",eng,Excellent,4.06,74130,genre fiction,124.74
637,1982.0,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",eng,Excellent,4.01,69975,genre fiction,1198.75
638,2012.0,Onyx,Jennifer L. Armentrout,eng,Excellent,4.33,111448,genre fiction,1127.5
639,2013.0,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,eng,Excellent,4.28,109183,genre fiction,122.76
640,2003.0,The Birth of Venus,Sarah Dunant,en-US,Intermediate,3.79,78129,genre fiction,370.76
641,2005.0,The Opal Deception,Eoin Colfer,eng,Excellent,4.04,95638,genre fiction,121.77
642,2015.0,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",eng,Intermediate,3.73,53751,genre fiction,121.77
643,2016.0,The Girls,Emma Cline,eng,Novice,3.49,76761,genre fiction,974.78
644,2003.0,The Goose Girl,Shannon Hale,en-US,Excellent,4.18,92952,genre fiction,120.78
645,2001.0,Mystic River,Dennis Lehane,en-US,Excellent,4.19,86103,genre fiction,1096.78
646,2010.0,Warm Bodies,Isaac Marion,,Intermediate,3.93,66381,genre fiction,486.78
647,1881.0,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",eng,Intermediate,3.84,84682,genre fiction,966.79
648,1966.0,The Moon is a Harsh Mistress,Robert A. Heinlein,eng,Excellent,4.17,80366,genre fiction,930.49
649,2010.0,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",eng,Excellent,4.17,35283,genre fiction,119.79
650,1999.0,High Five,Janet Evanovich,eng,Excellent,4.17,92737,children,671.55
651,2013.0,Joyland,Stephen King,eng,Intermediate,3.9,75018,genre fiction,118.8
652,2010.0,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",eng,Famous,4.42,82565,genre fiction,118.8
653,1933.0,Tender Is the Night,F. Scott Fitzgerald,en-US,Intermediate,3.83,79008,genre fiction,118.8
654,1984.0,Cold Sassy Tree,Olive Ann Burns,,Intermediate,3.99,82281,genre fiction,950.81
655,1945.0,The Glass Menagerie,Tennessee Williams,eng,Intermediate,3.67,90032,nonfiction,117.81
656,2011.0,L'amica geniale,"Elena Ferrante, Ann Goldstein",eng,Intermediate,3.88,64637,nonfiction,912.73
657,2007.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,eng,Intermediate,3.84,66129,genre fiction,355.81
658,1996.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,eng,Intermediate,3.77,52031,genre fiction,117.81
659,2011.0,Rules of Civility,Amor Towles,eng,Intermediate,3.99,75541,genre fiction,712.81
660,1970.0,Ringworld,Larry Niven,eng,Intermediate,3.96,76925,genre fiction,117.81
661,2011.0,Between Shades of Gray,Ruta Sepetys,eng,Excellent,4.36,87718,genre fiction,236.81
662,1996.0,Frindle,"Andrew Clements, Brian Selznick",en-US,Intermediate,3.79,83351,genre fiction,712.81
663,2009.0,Dog Days,Jeff Kinney,en-US,Excellent,4.14,78592,genre fiction,474.81
664,2012.0,The Round House,Louise Erdrich,eng,Intermediate,3.91,67928,genre fiction,355.81
665,1973.0,A Wind in the Door,Madeleine L'Engle,eng,Excellent,4.07,87277,genre fiction,355.81
666,2012.0,Free Four: Tobias Tells the Divergent Story,Veronica Roth,eng,Excellent,4.18,81621,nonfiction,1188.81
667,2015.0,A Little Life,Hanya Yanagihara,eng,Excellent,4.27,66782,genre fiction,355.81
668,2003.0,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",eng,Excellent,4.12,81326,genre fiction,117.81
669,2011.0,The Alloy of Law,Brandon Sanderson,eng,Excellent,4.2,72185,genre fiction,593.81
670,2011.0,Dead Reckoning,Charlaine Harris,eng,Intermediate,3.77,87066,nonfiction,117.81
671,1985.0,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",eng,Intermediate,3.9,80075,genre fiction,784.21
672,2012.0,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,,Excellent,4.34,108884,fiction,1082.9
673,1897.0,The Invisible Man,H.G. Wells,eng,Intermediate,3.62,84778,genre fiction,117.81
674,1985.0,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",eng,Excellent,4.15,63764,genre fiction,117.81
675,1994.0,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",eng,Intermediate,3.57,62106,genre fiction,915.11
676,1812.0,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",eng,Intermediate,3.92,78355,genre fiction,355.81
677,1990.0,Four Past Midnight,Stephen King,en-GB,Intermediate,3.9,76376,nonfiction,640.22
678,2012.0,The Marriage Bargain,Jennifer Probst,eng,Intermediate,3.81,91630,genre fiction,1307.81
679,1909.0,Anne of Avonlea,L.M. Montgomery,en-US,Excellent,4.21,99918,genre fiction,117.81
680,1930.0,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",en-US,Excellent,4.15,82102,genre fiction,593.81
681,2013.0,We Are All Completely Beside Ourselves,Karen Joy Fowler,eng,Intermediate,3.71,59973,genre fiction,355.81
682,1996.0,Children of the Mind,Orson Scott Card,eng,Intermediate,3.74,74517,genre fiction,1022.21
683,1922.0,Ulysses,James Joyce,eng,Intermediate,3.74,76791,genre fiction,117.81
684,1998.0,Someone Like You,Sarah Dessen,eng,Intermediate,3.94,84358,nonfiction,355.81
685,2003.0,Moloka'i,Alan Brennert,en-US,Excellent,4.15,75307,nonfiction,950.81
686,1990.0,The Witching Hour,Anne Rice,eng,Excellent,4.1,79824,nonfiction,357.54
687,1986.0,This Present Darkness,Frank E. Peretti,eng,Excellent,4.24,71815,genre fiction,352.82
688,2012.0,The Coincidence of Callie & Kayden,Jessica Sorensen,eng,Excellent,4.21,97615,genre fiction,116.82
689,2015.0,Fates and Furies,Lauren Groff,eng,Intermediate,3.56,66085,genre fiction,862.58
690,1998.0,Summer Sisters,Judy Blume,,Intermediate,3.83,73515,genre fiction,862.58
691,1945.0,Stuart Little,"E.B. White, Garth Williams",en-US,Intermediate,3.88,89033,genre fiction,352.82
692,1953.0,The Foundation Trilogy,Isaac Asimov,eng,Excellent,4.39,72311,fiction,1060.82
693,1999.0,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,en-US,Excellent,4.06,32626,genre fiction,352.82
694,2000.0,The Austere Academy,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.97,99311,genre fiction,116.82
695,2001.0,Seven Up,Janet Evanovich,en-US,Excellent,4.15,94506,genre fiction,1320.42
696,2009.0,The Awakening,Kelley Armstrong,eng,Excellent,4.16,95026,genre fiction,761.1
697,2003.0,Death Masks,Jim Butcher,eng,Excellent,4.32,83664,children,654.9
698,1993.0,Stellaluna,Janell Cannon,en-US,Excellent,4.22,87423,genre fiction,116.82
699,2007.0,Before They Are Hanged,Joe Abercrombie,eng,Excellent,4.27,68865,genre fiction,116.82
700,2007.0,Loving Frank,Nancy Horan,en-US,Intermediate,3.73,72734,genre fiction,824.82
701,2002.0,Hard Eight,"Janet Evanovich, Lorelei King",en-US,Excellent,4.17,93057,nonfiction,1060.82
702,2001.0,The Vile Village,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.94,89733,genre fiction,706.82
703,1973.0,Sybil,Flora Rheta Schreiber,en-US,Intermediate,3.99,72493,nonfiction,502.68
704,1980.0,Cosmos,Carl Sagan,eng,Excellent,4.35,76440,nonfiction,1131.62
705,2005.0,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861,fiction,234.82
706,1987.0,The Shell Seekers,Rosamunde Pilcher,eng,Excellent,4.13,73573,genre fiction,588.82
707,2006.0,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333,genre fiction,1680.32
708,1981.0,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",eng,Intermediate,3.95,56200,genre fiction,1128.08
709,1891.0,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",,Excellent,4.22,65422,nonfiction,352.82
710,2011.0,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",eng,Excellent,4.02,71868,children,872.02
711,2013.0,The Lowland,Jhumpa Lahiri,eng,Intermediate,3.82,62231,genre fiction,470.82
712,2004.0,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085,nonfiction,824.82
713,2009.0,Wintergirls,Laurie Halse Anderson,eng,Intermediate,3.98,87665,genre fiction,352.82
714,2000.0,The Brethren,John Grisham,,Intermediate,3.71,69351,fiction,942.82
715,1997.0,Assassin's Quest,Robin Hobb,eng,Excellent,4.18,67125,genre fiction,470.82
716,1967.0,Rosemary's Baby,Ira Levin,eng,Intermediate,3.96,78766,genre fiction,588.82
717,1984.0,The Talisman,"Stephen King, Peter Straub",en-US,Excellent,4.12,79508,nonfiction,234.82
718,1998.0,The Path of Daggers,Robert Jordan,eng,Intermediate,3.9,74815,genre fiction,234.82
719,1958.0,The Dharma Bums,Jack Kerouac,en-US,Intermediate,3.94,62454,children,725.7
720,2010.0,The Reckoning,Kelley Armstrong,en-GB,Excellent,4.21,92922,genre fiction,466.83
721,2012.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en-US,Intermediate,3.97,69596,fiction,934.83
722,1934.0,Mary Poppins,"P.L. Travers, Mary Shepard",en-US,Excellent,4.05,82706,genre fiction,349.83
