index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales
237,2003.0,Shutter Island,Dennis Lehane,eng,Intermediate,4.07,113718,genre fiction,4270.65
238,1894.0,The Complete Sherlock Holmes,Arthur Conan Doyle,eng,Famous,4.5,109754,genre fiction,3180.02
239,1599.0,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",eng,Intermediate,3.65,119933,genre fiction,392.04
240,2011.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,eng,Intermediate,3.81,110481,genre fiction,392.04
241,-380.0,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,"Plato, Desmond Lee",eng,Intermediate,3.9,110274,genre fiction,387.09
242,1593.0,The Taming of the Shrew,William Shakespeare,en-US,Intermediate,3.81,126318,nonfiction,2726.1
243,2014.0,Cress,Marissa Meyer,eng,Famous,4.46,162069,nonfiction,1154.14
244,2010.0,Just Kids,Patti Smith,en-US,Intermediate,4.14,106542,genre fiction,766.15
245,1997.0,,Phaidon Press,eng,Intermediate,3.79,102746,genre fiction,3060.17
246,2001.0,Jemima J,Jane Green,en-US,Intermediate,3.62,101436,genre fiction,758.19
247,1831.0,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",eng,Intermediate,3.97,119851,nonfiction,3013.71
248,1996.0,A Fine Balance,Rohinton Mistry,eng,Intermediate,4.34,99252,genre fiction,1136.2
249,1987.0,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",en-US,Famous,4.61,117788,nonfiction,1886.22
250,2006.0,Specials,Scott Westerfeld,eng,Intermediate,3.77,139168,genre fiction,1124.24
251,1899.0,The Awakening,Kate Chopin,eng,Intermediate,3.63,125474,genre fiction,371.25
252,2009.0,Hunted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.93,138103,genre fiction,1871.25
253,2006.0,For One More Day,Mitch Albom,en-US,Intermediate,4.09,102193,genre fiction,1488.27
254,1989.0,Clear and Present Danger,Tom Clancy,eng,Intermediate,4.08,105317,genre fiction,1115.27
255,1996.0,Falling Up,Shel Silverstein,en-US,Intermediate,4.33,111779,genre fiction,366.3
256,2010.0,Sh*t My Dad Says,Justin Halpern,,Intermediate,3.98,102560,nonfiction,2775.0
257,1993.0,Trainspotting,"Irvine Welsh, Eric Lindor Fall",fre,Intermediate,4.07,59453,genre fiction,1100.32
258,1952.0,Foundation and Empire,Isaac Asimov,eng,Intermediate,4.2,105595,genre fiction,1094.34
259,1997.0,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz,,Intermediate,4.12,97016,genre fiction,4388.34
260,2010.0,House Rules,Jodi Picoult,en-US,Intermediate,4.01,111239,nonfiction,4084.35
261,1812.0,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",eng,Intermediate,4.31,116324,genre fiction,1811.37
262,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,eng,Intermediate,4.15,134537,genre fiction,1085.37
263,2013.0,Doctor Sleep,Stephen King,eng,Intermediate,4.1,95276,genre fiction,357.39
264,1998.0,About a Boy,Nick Hornby,en-US,Intermediate,3.79,101999,genre fiction,1079.39
265,2012.0,On Dublin Street,Samantha Young,eng,Intermediate,4.24,136761,nonfiction,3905.78
266,2008.0,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",eng,Intermediate,4.15,106351,genre fiction,1064.44
267,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,,Intermediate,4.12,117582,nonfiction,706.45
268,1987.0,Watchers,Dean Koontz,,Intermediate,4.16,109595,genre fiction,1049.49
269,1902.0,The Story of My Life,Helen Keller,eng,Intermediate,4.07,107313,nonfiction,347.49
270,2009.0,This Is Where I Leave You,Jonathan Tropper,eng,Intermediate,3.88,98645,genre fiction,346.5
271,2010.0,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,en-US,Intermediate,3.7,106336,genre fiction,344.52
272,1999.0,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",eng,Intermediate,4.23,118467,nonfiction,1031.55
273,1623.0,The Tempest,William Shakespeare,en-US,Intermediate,3.8,125178,genre fiction,1025.57
274,2010.0,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",eng,Intermediate,3.98,120763,genre fiction,1019.59
275,1997.0,Wizard and Glass,"Stephen King, Dave McKean",eng,Intermediate,4.24,105026,fiction,1019.59
276,2013.0,The Circle,Dave Eggers,eng,Novice,3.46,109412,genre fiction,3872.6
277,2007.0,The Invention of Hugo Cabret,Brian Selznick,eng,Intermediate,4.23,132159,genre fiction,1686.62
278,1932.0,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",eng,Intermediate,4.16,108124,genre fiction,1676.64
279,2003.0,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,eng,Excellent,4.36,113881,genre fiction,666.65
280,2014.0,The Good Girl,Mary Kubica,eng,Intermediate,3.81,100936,genre fiction,2620.72
281,2012.0,"Fallen Too Far (Too Far, #1)",Abbi Glines,eng,Excellent,4.21,138871,genre fiction,2875.32
282,2014.0,Landline,Rainbow Rowell,eng,Intermediate,3.55,113805,genre fiction,1300.74
283,2008.0,Tempted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.96,127387,fiction,2759.25
284,2005.0,No Country for Old Men,Cormac McCarthy,eng,Excellent,4.12,100513,genre fiction,1611.77
285,2009.0,Wolf Hall,Hilary Mantel,eng,Intermediate,3.85,102936,genre fiction,2468.49
286,1986.0,Howl's Moving Castle,Diana Wynne Jones,eng,Excellent,4.3,123945,genre fiction,950.82
287,2001.0,Dreamcatcher,"Stephen King, William Olivier Desmond",fre,Intermediate,3.59,115855,genre fiction,1576.84
288,1854.0,Walden; or Life in the Woods,Henry David Thoreau,eng,Intermediate,3.79,108062,nonfiction,2044.35
289,1989.0,The Remains of the Day,Kazuo Ishiguro,eng,Excellent,4.1,105892,nonfiction,1874.87
290,2010.0,The Best of Me,Nicholas Sparks,en-US,Intermediate,3.91,103915,genre fiction,307.89
291,2011.0,The Sense of an Ending,Julian Barnes,eng,Intermediate,3.7,94968,genre fiction,306.9
292,1982.0,A is for Alibi,Sue Grafton,en-US,Intermediate,3.82,116026,genre fiction,616.9
293,-430.0,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",eng,Intermediate,3.67,119496,genre fiction,2460.92
294,2009.0,Shanghai Girls,Lisa See,eng,Intermediate,3.87,106729,nonfiction,2152.92
295,1908.0,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",eng,Intermediate,3.98,124612,genre fiction,10327.3
296,2014.0,To All the Boys I've Loved Before,Jenny Han,eng,Excellent,4.11,136938,nonfiction,598.99
297,2000.0,Persepolis,"Marjane Satrapi, Mattias Ripa",eng,Excellent,4.23,117103,genre fiction,1487.02
298,1908.0,A Room with a View,E.M. Forster,eng,Intermediate,3.91,109994,genre fiction,891.02
299,2010.0,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,en-US,Intermediate,3.86,136736,genre fiction,1181.04
300,2008.0,Lock and Key,Sarah Dessen,eng,Excellent,4.01,120475,nonfiction,885.04
301,1995.0,Naked in Death,J.D. Robb,en-US,Excellent,4.13,78028,genre fiction,1772.95
302,1994.0,The Chamber,John Grisham,eng,Intermediate,3.76,102715,genre fiction,292.05
303,2008.0,Midnight Sun (Partial Draft),Stephenie Meyer,eng,Excellent,4.03,138118,genre fiction,290.07
304,1999.0,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",eng,Excellent,4.35,104633,nonfiction,288.09
305,2012.0,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,eng,Intermediate,3.89,94012,genre fiction,3694.6
306,2012.0,Every Day,David Levithan,eng,Intermediate,3.99,121863,genre fiction,1149.12
307,1991.0,Xenocide,Orson Scott Card,eng,Intermediate,3.77,104467,genre fiction,1707.15
308,1596.0,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",eng,Intermediate,3.78,115621,genre fiction,427.5
309,1975.0,ShÅgun,James Clavell,eng,Excellent,4.37,104339,genre fiction,2071.56
310,2006.0,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,eng,Famous,4.45,134249,genre fiction,1412.17
311,2015.0,A Court of Thorns and Roses,Sarah J. Maas,eng,Excellent,4.29,167848,nonfiction,3650.19
312,2012.0,,E.L. James,,Excellent,4.13,76876,genre fiction,1387.22
313,1989.0,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",eng,Excellent,4.21,105192,fiction,1097.25
314,2009.0,Smile,Raina Telgemeier,eng,Excellent,4.19,98628,genre fiction,2618.07
315,1950.0, Animal Farm & 1984,"George Orwell, Christopher Hitchens",eng,Excellent,4.26,116197,genre fiction,267.3
316,1996.0,The Deep End of the Ocean,Jacquelyn Mitchard,en-US,Intermediate,3.84,102733,genre fiction,267.3
317,2001.0,The Bonesetter's Daughter,Amy Tan,en-US,Intermediate,3.98,99926,nonfiction,263.34
318,1999.0,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,eng,Intermediate,3.74,112733,genre fiction,997.5
319,2012.0,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,eng,Intermediate,3.75,110552,genre fiction,1719.85
320,1979.0,Flowers in the Attic,V.C. Andrews,eng,Intermediate,3.79,109063,children,1877.82
321,2016.0,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",eng,Excellent,4.32,116771,genre fiction,1041.39
322,1990.0,Maniac Magee,Jerry Spinelli,eng,Intermediate,3.86,99831,genre fiction,777.4
323,1999.0,Invisible Monsters,Chuck Palahniuk,eng,Intermediate,4.0,54937,genre fiction,771.42
324,1601.0,"Twelfth Night; or, What You Will",William Shakespeare,eng,Intermediate,3.97,119607,genre fiction,1527.45
325,2000.0,Gathering Blue,Lois Lowry,eng,Intermediate,3.8,114917,genre fiction,997.5
326,1978.0,The Westing Game,Ellen Raskin,eng,Excellent,4.03,117108,genre fiction,997.5
327,2014.0,Red Rising,Pierce Brown,eng,Excellent,4.26,104939,genre fiction,246.51
328,2008.0,The Way of Shadows,Brent Weeks,en-US,Excellent,4.15,109236,genre fiction,744.51
329,1988.0,The Bean Trees,Barbara Kingsolver,eng,Intermediate,3.94,105032,children,1635.93
330,2013.0,Walking Disaster,Jamie McGuire,eng,Excellent,4.23,134022,genre fiction,3221.52
331,2014.0,Words of Radiance,Brandon Sanderson,eng,Famous,4.77,73572,genre fiction,741.52
332,1988.0,Guess How Much I Love You,"Sam McBratney, Anita Jeram",en-US,Excellent,4.36,104690,genre fiction,738.53
333,2001.0,The Fiery Cross,Diana Gabaldon,eng,Excellent,4.26,103552,genre fiction,1141.14
334,1978.0,Night Shift,"Stephen King, John D. MacDonald",en-GB,Intermediate,3.96,104248,genre fiction,244.53
335,1974.0,Jaws,Peter Benchley,eng,Intermediate,3.96,102574,genre fiction,1227.54
336,2005.0,The History of Love,Nicole Krauss,eng,Intermediate,3.91,98379,genre fiction,977.55
337,1945.0,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",eng,Excellent,4.11,123065,genre fiction,977.55
338,2006.0,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",eng,Intermediate,3.73,101669,genre fiction,1698.57
339,2005.0,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",eng,Excellent,4.3,102923,genre fiction,726.57
340,2010.0,Dead in the Family,Charlaine Harris,en-US,Intermediate,3.88,127379,genre fiction,1494.45
341,1947.0,La peste,"Albert Camus, Stuart Gilbert",en-US,Intermediate,3.97,95803,genre fiction,965.58
342,1999.0,The Reptile Room,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.95,130213,genre fiction,1202.59
343,2012.0,Brain on Fire,Susannah Cahalan,eng,Intermediate,4.0,92849,genre fiction,2566.65
344,2007.0,Wicked Lovely ,Melissa Marr,en-US,Intermediate,3.69,131034,genre fiction,1197.6
345,1941.0,Curious George,H.A. Rey,en-CA,Excellent,4.13,105473,genre fiction,236.61
346,1979.0,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",eng,Excellent,4.17,109110,genre fiction,953.61
347,1998.0,A Beautiful Mind,Sylvia Nasar,en-GB,Excellent,4.12,98276,genre fiction,1544.62
348,1906.0,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",eng,Intermediate,3.72,97468,genre fiction,1419.63
349,2008.0,The Summoning,Kelley Armstrong,en-US,Excellent,4.03,132285,genre fiction,471.63
350,1985.0,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,en-US,Excellent,4.04,102419,nonfiction,1182.63
351,1978.0,Storm Island,Ken Follett,en-US,Excellent,4.16,93475,fiction,708.63
352,2000.0,The Blind Assassin,Margaret Atwood,eng,Intermediate,3.95,98464,nonfiction,1885.64
353,2014.0,Hollow City,Ransom Riggs,eng,Excellent,4.07,73149,genre fiction,1642.65
354,1999.0,House of Sand and Fog,Andre Dubus III,eng,Intermediate,3.83,55381,genre fiction,933.66
355,2014.0,The Girl with All the Gifts,M.R. Carey,eng,Intermediate,3.93,99729,genre fiction,463.67
356,1930.0,As I Lay Dying,William Faulkner,eng,Intermediate,3.72,103547,nonfiction,461.68
357,1955.0,Harold and the Purple Crayon,Crockett Johnson,eng,Excellent,4.24,107221,genre fiction,925.68
358,2006.0,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,eng,Excellent,4.35,137558,nonfiction,2460.15
359,1953.0,,Isaac Asimov,eng,Excellent,4.23,96865,nonfiction,690.69
360,2001.0,Fool Moon ,Jim Butcher,eng,Excellent,4.04,111371,genre fiction,687.7
361,2011.0,David and Goliath,Malcolm Gladwell,eng,Intermediate,3.9,90083,nonfiction,2509.3
362,2002.0,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",eng,Famous,4.49,93990,genre fiction,226.71
363,1989.0,Guards! Guards!,Terry Pratchett,eng,Excellent,4.32,108652,genre fiction,1142.71
364,2005.0,The Year of Magical Thinking,Joan Didion,eng,Intermediate,3.86,94590,genre fiction,909.72
365,2003.0,We Need to Talk About Kevin,Lionel Shriver,eng,Excellent,4.07,101343,genre fiction,5902.92
366,1973.0,Rendezvous with Rama,Arthur C. Clarke,eng,Excellent,4.06,93151,genre fiction,1468.69
367,1988.0,The Queen of the Damned,Anne Rice,eng,Intermediate,3.86,110693,genre fiction,223.74
368,1920.0,The Age of Innocence,"Edith Wharton, Maureen Howard",eng,Intermediate,3.93,102646,genre fiction,1188.76
369,1976.0,The Selfish Gene,Richard Dawkins,eng,Excellent,4.11,96564,genre fiction,897.75
370,2001.0,Year of Wonders: A Novel of the Plague,Geraldine Brooks,eng,Intermediate,4.0,104283,genre fiction,221.76
371,1992.0,The Black Echo,Michael Connelly,eng,Excellent,4.08,98591,nonfiction,1274.56
372,1938.0,Anthem,Ayn Rand,eng,Intermediate,3.62,95620,genre fiction,1112.77
373,2011.0,Gabriel's Inferno,Sylvain Reynard,eng,Excellent,4.02,119633,genre fiction,1781.77
374,1978.0,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",eng,Excellent,4.15,104677,genre fiction,1662.78
375,2010.0,Major Pettigrew's Last Stand,Helen Simonson,eng,Intermediate,3.87,97745,genre fiction,660.79
376,2009.0,Vision in White,Nora Roberts,eng,Excellent,4.1,103933,genre fiction,437.8
377,2006.0,The Tenth Circle,Jodi Picoult,eng,Novice,3.48,99170,genre fiction,3955.6
378,2011.0,The Throne of Fire,Rick Riordan,eng,Excellent,4.2,116360,nonfiction,2067.36
379,2005.0,Old Man's War,John Scalzi,eng,Excellent,4.23,97653,genre fiction,1311.81
380,1992.0,Gerald's Game,Stephen King,eng,Famous,3.47,100158,fiction,433.82
381,1996.0,Two for the Dough,Janet Evanovich,eng,Excellent,4.11,116171,nonfiction,2177.82
382,1931.0,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",,Excellent,4.14,102348,fiction,1864.03
383,1974.0,The Forever War,Joe Haldeman,eng,Excellent,4.15,87636,genre fiction,214.83
384,1994.0,Insomnia,"Stephen King, Bettina Blanch Tyroller",spa,Intermediate,3.79,100972,genre fiction,2311.05
385,2003.0,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,eng,Intermediate,3.57,94696,genre fiction,1072.85
386,2006.0,The Blade Itself,Joe Abercrombie,eng,Excellent,4.14,97501,genre fiction,1717.85
387,2002.0,The Arctic Incident,Eoin Colfer,eng,Intermediate,3.94,108031,nonfiction,642.85
388,1993.0,The Shipping News,Annie Proulx,eng,Intermediate,3.83,103151,genre fiction,1281.86
389,2011.0,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",eng,Intermediate,3.77,105063,genre fiction,849.87
390,2015.0,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",eng,Excellent,4.19,132087,genre fiction,423.87
391,1997.0,DÃ©jÃ  Dead,Kathy Reichs,eng,Intermediate,3.86,100369,genre fiction,1062.87
392,2007.0,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,eng,Intermediate,3.84,58396,genre fiction,1693.88
393,2011.0,The Marriage Plot,Jeffrey Eugenides,eng,Novice,3.42,90551,genre fiction,1080.32
394,1998.0,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",eng,Intermediate,3.89,89770,genre fiction,630.89
395,2015.0,Luckiest Girl Alive,Jessica Knoll,eng,Novice,3.48,82504,genre fiction,2007.6
396,2004.0,"Crank (Crank, #1)",Ellen Hopkins,eng,Excellent,4.16,104168,genre fiction,833.91
397,2012.0,The Raven Boys,Maggie Stiefvater,eng,Excellent,4.05,121727,nonfiction,206.91
398,1954.0,I Am Legend and Other Stories,Richard Matheson,eng,Intermediate,3.99,98795,genre fiction,621.92
399,2008.0,Olive Kitteridge,Elizabeth Strout,eng,Intermediate,3.78,85019,genre fiction,205.92
400,2014.0,Not that Kind of Girl,"Lena Dunham, Joana Avillez",eng,Novice,3.33,88251,nonfiction,1245.92
401,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,eng,Excellent,4.04,85277,genre fiction,1032.93
402,2009.0,Fire,Kristin Cashore,en-US,Excellent,4.12,98180,genre fiction,2457.95
403,1952.0,En attendant Godot,Samuel Beckett,eng,Intermediate,3.81,98950,genre fiction,1621.97
404,1906.0,White Fang,Jack London,eng,Intermediate,3.94,100223,genre fiction,1703.17
405,2003.0,Wolves of the Calla,"Stephen King, Bernie Wrightson",eng,Excellent,4.17,98182,genre fiction,603.98
406,2000.0,His Dark Materials,Philip Pullman,eng,Excellent,4.25,88227,genre fiction,603.98
407,2012.0,The Edge of Never,J.A. Redmerski,en-US,Excellent,4.26,117508,genre fiction,600.99
408,2013.0,Reconstructing Amelia,Kimberly McCreight,eng,Intermediate,3.82,86965,nonfiction,198.99
409,2014.0,The One Plus One,Jojo Moyes,eng,Intermediate,3.94,87412,genre fiction,399.99
410,1998.0,The Hours,Michael Cunningham,en-US,Intermediate,3.91,97462,genre fiction,500.0
411,2012.0,Wallbanger,Alice Clayton,eng,Excellent,4.1,134805,nonfiction,1898.0
412,1997.0,Holidays on Ice,David Sedaris,eng,Intermediate,3.95,82591,genre fiction,595.01
413,1996.0,Desperation,Stephen King,eng,Intermediate,3.8,94821,genre fiction,196.02
414,2011.0,Passion,Lauren Kate,eng,Intermediate,3.89,119735,genre fiction,790.02
415,2012.0,The Kill Order,James Dashner,eng,Intermediate,3.69,96568,genre fiction,1059.86
416,2011.0,Angelfall,Susan Ee,en-US,Excellent,4.19,73886,genre fiction,194.04
417,2001.0,Empire Falls,Richard Russo,eng,Intermediate,3.91,90811,genre fiction,586.04
418,1993.0,The Fires of Heaven,Robert Jordan,en-US,Excellent,4.13,93227,children,1480.05
419,2014.0,I'll Give You the Sun,Jandy Nelson,eng,Excellent,4.14,140937,genre fiction,583.05
420,1999.0,Survivor,Chuck Palahniuk,en-US,Intermediate,3.93,49551,genre fiction,192.06
421,2007.0,Shopaholic and Baby,Sophie Kinsella,eng,Intermediate,3.77,98130,genre fiction,191.07
422,2004.0,The Dark Tower,Stephen King,en-US,Excellent,4.27,93296,genre fiction,770.07
423,2009.0,Twilight Director's Notebook,Catherine Hardwicke,en-US,Excellent,4.2,88847,genre fiction,1726.08
424,2001.0,Shopaholic Abroad,Sophie Kinsella,en-US,Intermediate,3.75,93498,genre fiction,1468.79
425,1984.0,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,en-US,Excellent,4.29,91625,genre fiction,948.1
426,2010.0,Linger,Maggie Stiefvater,en-US,Intermediate,3.91,125363,genre fiction,376.11
427,1908.0,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,,Famous,4.42,92142,genre fiction,1510.11
428,1916.0,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",eng,Intermediate,3.6,92569,fiction,565.11
429,2009.0,The Gathering Storm,"Robert Jordan, Brandon Sanderson",eng,Excellent,4.34,94095,genre fiction,750.12
430,1871.0,Middlemarch,"George Eliot, Michel Faber",eng,Intermediate,3.93,95995,nonfiction,186.12
431,2012.0,Point of Retreat,Colleen Hoover,eng,Excellent,4.3,109344,genre fiction,185.13
432,1997.0,The Partner,John Grisham,,Intermediate,3.89,86870,genre fiction,746.13
433,1973.0,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,Famous,4.59,90907,genre fiction,184.14
434,2009.0,Thoughtless,S.C. Stephens,eng,Excellent,4.12,90483,genre fiction,1114.14
435,1986.0,Presumed Innocent,Scott Turow,,Excellent,4.1,91774,genre fiction,553.15
436,1989.0,The Dark Half,Stephen King,eng,Intermediate,3.74,94624,genre fiction,550.16
437,2006.0,Cleopatra: A Life,Stacy Schiff,eng,Intermediate,3.62,73994,genre fiction,181.17
438,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,en-US,Intermediate,3.66,78271,genre fiction,544.18
439,2013.0,Steelheart,Brandon Sanderson,eng,Excellent,4.16,76261,genre fiction,1243.06
440,1995.0,,"Marcus Pfister, J. Alison James",en-US,Excellent,4.15,95421,genre fiction,903.19
441,1864.0,Voyage au centre de la Terre,Jules Verne,eng,Intermediate,3.84,89410,nonfiction,1726.2
442,2009.0,The Happiness Project,Gretchen Rubin,eng,Intermediate,3.57,94456,genre fiction,177.21
443,1962.0,The Man in the High Castle,Philip K. Dick,eng,Intermediate,3.66,84180,genre fiction,2280.46
444,1974.0,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",en-GB,Intermediate,4.0,92158,genre fiction,176.22
445,,,"Robert Kapilow, Dr. Seuss",,Famous,4.44,90574,nonfiction,532.22
446,1320.0,Inferno,"Dante Alighieri, Anthony M. Esolen",,Intermediate,3.99,87511,fiction,354.22
447,2012.0,Shadow of Night,Deborah Harkness,eng,Excellent,4.04,97925,genre fiction,1242.44
448,2014.0,Leaving Time,Jodi Picoult,eng,Intermediate,3.94,76553,fiction,175.23
449,2006.0,Moon Called,Patricia Briggs,eng,Excellent,4.18,129150,genre fiction,350.24
450,2006.0,Blue Bloods,Melissa de la Cruz,en-US,Intermediate,3.68,116687,genre fiction,702.24
451,1994.0,The Alienist,Caleb Carr,eng,Excellent,4.05,96981,genre fiction,1230.24
452,2015.0,Between the World and Me,Ta-Nehisi Coates,eng,Famous,4.4,74218,genre fiction,523.25
453,1667.0,Paradise Lost,"John Milton, John      Leonard",eng,Intermediate,3.8,96316,genre fiction,868.26
454,2009.0,The Big Short: Inside the Doomsday Machine,Michael   Lewis,en-US,Excellent,4.26,37090,fiction,1216.26
455,1999.0,The Girl Who Loved Tom Gordon,Stephen King,,Intermediate,3.56,95768,nonfiction,1346.76
456,2011.0, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",eng,Excellent,4.36,104579,genre fiction,1842.45
457,2010.0,Towers of Midnight,"Robert Jordan, Brandon Sanderson",en-US,Famous,4.42,91383,fiction,344.27
458,1971.0,The Day of the Jackal,Frederick Forsyth,eng,Excellent,4.25,85883,genre fiction,171.27
459,2010.0,Rework,"Jason Fried, David Heinemeier Hansson",eng,Intermediate,3.93,88626,genre fiction,517.27
460,2011.0,Attachments,Rainbow Rowell,eng,Intermediate,3.95,105414,genre fiction,170.28
461,2005.0,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",,Intermediate,3.88,89204,genre fiction,1632.28
462,2012.0,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,Excellent,4.04,85582,genre fiction,340.29
463,1972.0,All Creatures Great And Small,James Herriot,eng,Excellent,4.31,64779,genre fiction,1024.29
464,2011.0,The Unbecoming of Mara Dyer,Michelle Hodkin,eng,Excellent,4.09,83847,fiction,1879.29
465,1997.0,Three to Get Deadly,Janet Evanovich,en-US,Excellent,4.14,113400,genre fiction,1109.79
466,1905.0,The Scarlet Pimpernel,Emmuska Orczy,eng,Excellent,4.06,93217,fiction,648.09
467,1971.0,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",eng,Famous,4.45,102184,genre fiction,340.29
468,1972.0,Tales of a Fourth Grade Nothing,Judy Blume,eng,Excellent,4.09,106435,genre fiction,508.3
469,2012.0,Shadow and Bone,Leigh Bardugo,eng,Excellent,4.05,135225,fiction,678.3
470,2009.0,Het diner,"Herman Koch, Sam Garrett",eng,Novice,3.22,74979,genre fiction,848.3
471,2013.0,Champion,Marie Lu,eng,Excellent,4.37,114623,nonfiction,1688.31
472,1985.0,Contact,Carl Sagan,eng,Excellent,4.11,90917,genre fiction,1350.31
473,2011.0,Lola and the Boy Next Door,Stephanie Perkins,en-US,Intermediate,4.0,108370,genre fiction,674.31
474,1999.0,White Teeth,Zadie Smith,en-US,Intermediate,3.75,82474,fiction,167.31
475,2012.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",eng,Intermediate,3.97,61422,genre fiction,2153.06
476,2004.0,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en-GB,Intermediate,3.79,83607,nonfiction,1294.54
477,2011.0,The Power of Six,Pittacus Lore,eng,Excellent,4.17,97938,fiction,1843.79
478,2013.0,The Interestings,Meg Wolitzer,eng,Intermediate,3.54,76566,genre fiction,1342.32
479,1988.0,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,en-US,Famous,4.65,93001,genre fiction,166.32
480,2008.0,People of the Book,Geraldine Brooks,eng,Intermediate,4.0,95796,genre fiction,1291.92
481,2012.0,The Secret Keeper,Kate Morton,,Excellent,4.13,89460,genre fiction,332.33
482,1953.0,Better Homes & Gardens New Cook Book,Better Homes and Gardens,,Excellent,4.14,93640,nonfiction,165.33
483,1984.0,"So Long, and Thanks for All the Fish",Douglas Adams,eng,Excellent,4.08,93774,genre fiction,1985.63
484,1927.0,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",eng,Excellent,4.11,80769,fiction,833.33
